Max NOISE,Max WEMP,Max DOC,Max ROUGH,Max WFUEL,Max PURCH,Min RANGE,Min LDMAX,Min VCMAX,PFPF,Algorithm
73.6804382684,1886.803115382,59.0879170005,1.995405282,474.1843422839,42348.7837941412,2195.771555531,15.6149972651,198.1257752382,1.1722773836,MOEA/D
73.7882082149,1903.102627437,60.7844919892,1.9987938446,439.2740530963,42909.0847477199,2003.2749187494,15.9181474959,201.4536095198,1.786722185,MOEA/D
73.3462089705,1917.0406270681,76.1418044331,1.9462474693,449.218505874,42731.6035629935,2260.7102367083,15.1618137471,194.86177437,0.2989604846,MOEA/D
73.5589533928,1919.7034499454,67.177115663,1.9439597018,418.9595847849,43030.0616854403,2032.8022415202,15.3530799111,195.9485933801,2.1082186591,MOEA/D
73.6454765042,1925.3622431937,72.6753759868,1.8850079526,414.969109341,42993.7487871427,2027.9392840169,14.9432401342,196.0374054049,1.3045833489,MOEA/D
73.6647689294,1917.8955412151,72.2632808005,1.8702175249,418.2315856314,42913.8413122424,2030.5978650441,14.8235728172,196.2492244724,1.1392824021,MOEA/D
73.8268723342,1896.0998385595,59.6513273692,1.9762084353,443.9790729527,42637.9585243694,2106.0771050373,15.1302816761,199.1022651925,1.0059972747,MOEA/D
73.3455026646,1930.2415056006,69.8032673846,1.907424111,416.223916616,42999.7329671881,2027.8937487533,15.0132977364,193.3535463685,2.1567424645,MOEA/D
73.6948923231,1906.0937922757,59.7758734912,1.938373604,446.1395840885,42817.1564022419,2019.6392465158,15.1090552391,198.3432857303,1.0618729349,MOEA/D
73.4425119173,1889.9500588525,59.4221850634,1.9849058385,473.9221624104,42608.7838164543,2036.2028488212,15.622678115,201.6399000155,1.5855389158,MOEA/D
73.4426434444,1889.8746989093,59.0973063636,1.9786948129,474.0940316214,42606.1732862977,2030.5813483879,15.5871470253,201.6423609716,1.3991302145,MOEA/D
73.9095496452,1992.9786721464,79.1363619518,1.9993951994,387.3863664001,44302.1760360416,2110.6331721284,15.9123999164,192.6760275366,2.0443615613,MOEA/D
73.4498206152,1906.9227843235,79.7045169991,1.9908318675,449.2690839666,42860.45534373,2120.0955819522,16.3543799491,199.5038796689,0.888204442,MOEA/D
73.2800553338,1884.3125255753,78.5647466643,1.9484579732,479.2836114262,41992.2218207587,2400.301193286,15.3814127797,193.7428092023,1.8179477127,MOEA/D
73.2847063627,1881.4408481561,78.2264657878,1.915437367,469.6666071894,41989.7247295352,2266.7127959066,15.1361104074,194.017197011,1.4713046304,MOEA/D
73.2759825886,1916.146753436,66.9380414312,1.9621292794,449.7169434585,42781.1315721992,2135.9417557996,14.9301836988,195.0658793802,0.2957511038,MOEA/D
73.4154340836,1917.2813692734,64.5835408237,1.9919072999,449.7243586144,42815.2902367605,2217.5760899673,15.1741879292,195.4656552871,0.2974275713,MOEA/D
73.4750485846,1903.097085803,79.9274621501,1.9992560503,469.7325921031,42887.8765134601,2018.521262316,16.8388210981,201.314236704,1.1200526307,MOEA/D
73.4869361493,1942.0133388764,79.2173849075,1.9959491784,435.6051301744,43492.9884986253,2017.8715307297,16.6708433984,198.2672770349,0.6856194171,MOEA/D
73.3387295203,1918.263840157,77.841244742,1.9583415247,449.76803446,42839.4192564782,2112.9057366605,15.1984130411,195.6549802752,0.2978176701,MOEA/D
73.3370676539,1918.7143168897,78.5346643556,1.9734968302,449.9930214039,42857.1965847457,2186.5387619824,15.4228691606,195.6562998197,0.2974939242,MOEA/D
73.7056089612,1933.039092492,78.4592410417,1.9901198568,418.8449603152,43238.6451000679,2044.3250525108,15.9246145707,196.5974373274,0.789114057,MOEA/D
73.4566118305,1917.6000647022,76.342597525,1.9946693996,417.8083564841,42832.5664458909,2224.9819195866,15.7110357512,195.694512669,0.8360146931,MOEA/D
73.4155852307,1886.813169421,70.1714252179,1.9716662997,449.5947946471,42456.4838397615,2170.095150034,15.626687436,198.8115866926,2.1047901696,MOEA/D
73.2771334307,1889.0416013008,62.1784398442,1.9923458748,472.2685970855,42400.8437138508,2362.9447802932,15.5094594114,198.1069378728,1.7299760395,MOEA/D
73.6355036691,1886.763655026,70.1928868178,1.9179883352,461.1287687463,42564.0058082107,2002.6967546668,15.524052052,201.1310724383,1.193578679,MOEA/D
73.4601004154,1923.5934356038,77.9388677882,1.9797092577,418.5631033684,42988.031024221,2294.1182402532,15.6322997144,195.2142826115,1.1969577891,MOEA/D
73.5957466499,1919.0437253957,78.7524780291,1.9475468058,419.2946988738,42891.8478915229,2197.1652711488,15.32934891,195.2767659624,1.1058419169,MOEA/D
73.4109177473,1889.2826328859,76.7846152945,1.9954907697,449.2617275721,42615.6975413591,2039.3814498316,16.2213643924,200.5392384876,1.7868562168,MOEA/D
73.3133316057,1888.7249995957,71.8997424298,1.9399049687,447.4888510059,42374.4192911972,2282.3874295014,15.3212672891,197.0984449112,1.2652920586,MOEA/D
73.3879116907,1919.0929430424,74.3090740038,1.9025027784,447.0106240073,43023.3023821237,2051.5930149715,15.3562978713,198.0380293965,0.7240240612,MOEA/D
73.6058925547,1925.9135384652,70.5769938497,1.9347082035,417.0008665405,43125.7336902644,2006.8892712671,15.3076363817,196.2810109889,1.8513975439,MOEA/D
73.3766334681,1908.2803537069,70.1332396121,1.9763575884,449.6555270959,42777.6258901859,2159.7923237754,15.3451150737,198.1022641425,0.5583094142,MOEA/D
73.2981840182,1885.7358142005,79.9207922964,1.9998107567,461.5309344054,42291.126149453,2301.0345186178,15.9484913302,198.2405335055,1.1832622307,MOEA/D
73.5190160999,1938.8451260332,77.1971735805,1.995502408,414.9008479662,43274.7194167871,2092.8500674124,15.3658358551,195.3554741732,0.566996582,MOEA/D
73.9930094388,1891.8742940632,71.4913348011,1.9576431102,449.7748140927,42729.332405474,2001.0849439307,15.6417555143,201.0297309102,1.4879774699,MOEA/D
74.1033650099,1883.8886991435,57.9974489071,1.9986158311,471.1400766515,42545.8208837276,2102.3341663464,15.4576378951,201.1808743002,1.2433775995,MOEA/D
73.3446707249,1883.5848780903,79.4972793321,1.8994228894,469.4410698537,42245.3768655233,2167.0644654344,15.332536994,198.1892593912,1.0993944233,MOEA/D
73.3222227434,1884.8092483089,77.422392328,1.9511358313,458.156023901,42352.1898780599,2229.576560558,15.7245653306,198.9368269555,0.7456620286,MOEA/D
73.6931201184,1907.7182624522,59.4036832455,1.9340458035,445.1741679398,42941.5262224626,2023.2711165335,15.4748472959,199.0798323905,1.7182858287,MOEA/D
73.6924477139,1895.4443976776,59.6293764521,1.9494052341,449.6804471007,42585.2684089561,2124.4707030746,15.1198752667,197.9387341554,1.7731805952,MOEA/D
73.6039056235,1887.0798359682,62.880379179,1.9093680987,448.1408202626,42487.4993235611,2058.2517762414,15.0168844903,197.0960214139,1.459873535,MOEA/D
73.2850261165,1914.6952771553,66.9044510601,1.9480288528,447.2814429105,42631.4872807667,2413.3038002759,15.2648299711,194.2671013767,0.5700525903,MOEA/D
73.3404581805,1928.0241060114,69.4082733941,1.971812863,418.5725315798,42985.9493500865,2127.9845642933,15.3659840223,195.1654104948,0.6962911412,MOEA/D
73.8252608765,1886.1603104032,70.895800356,1.8781857549,469.2582596677,42555.9920795843,2007.0033699128,15.1812216749,201.3433980057,1.477745342,MOEA/D
73.3487149113,1889.3669362211,71.4885601397,1.9977229839,486.0962585651,42722.521381037,2025.6494490333,15.7490636588,202.3041939113,1.4663754498,MOEA/D
73.3377634707,1907.2728076346,69.1214199806,1.9725027599,444.8565299968,42898.7708985214,2038.2684593348,15.6703558771,199.3468672327,1.1025393377,MOEA/D
73.295712585,1892.3801548237,70.3334416888,1.9227535011,473.6490780215,42668.5889259113,2001.0590531734,15.1042305585,201.1891084216,1.2651539172,MOEA/D
73.5869492422,1916.2890402852,63.3909964427,1.8757049541,442.4596865045,42968.5944631798,2013.6895912254,15.0031682225,197.978710457,1.2182655917,MOEA/D
73.383313922,1893.9673002523,63.8567995175,1.9977591718,448.7865357769,42467.1972715303,2373.4092245852,15.6119223222,197.0102287047,1.0663360679,MOEA/D
73.4960391577,1888.5422277657,79.2925563165,1.9975141751,471.0110178738,42610.9604339721,2062.1511320419,16.5251989996,201.1928055284,1.1906050888,MOEA/D
73.7011408191,1893.8588769995,59.9585300904,1.9264382889,446.0317712099,42450.0871503286,2071.5748215183,15.0227161725,197.4811981395,0.8291665817,MOEA/D
73.704170414,1886.6136805486,59.9389206469,1.926536432,449.5412347142,42390.5618793571,2069.5297338837,14.9109580503,197.4910419877,0.8820590452,MOEA/D
73.276650813,1886.6602434311,68.3450874062,1.9657205004,447.4821154048,42176.534272667,2440.1294282199,15.3508539176,196.0035595715,0.7806581362,MOEA/D
73.7634139264,1891.3550754592,59.7694589563,1.9828876661,454.1281713501,42460.143285915,2146.2380115992,15.4264229593,198.4011768389,0.8246722367,MOEA/D
73.4932466846,1887.9697521803,61.6680125108,1.8984681812,447.9121665312,42371.5682093416,2059.153275834,14.9035460063,198.6431827992,0.8135130479,MOEA/D
73.297525488,1942.2947817008,63.1178579869,1.9456324544,413.2686344315,43376.0293251543,2094.3769558661,14.9911541754,195.3702308275,0.7090094255,MOEA/D
73.3273577935,1957.0871851235,64.0276911897,1.946196296,389.5470464621,43561.2079703664,2034.9889497514,14.9254578384,193.2450516731,2.4116378875,MOEA/D
73.4447957301,1916.6059487767,78.5548465044,1.9141853587,418.8956034729,42910.4728915272,2143.4504679768,15.3095242127,194.3857507472,1.6992011998,MOEA/D
73.8164761868,1891.3576586775,58.6123562559,1.974916077,486.3535084117,42566.83728978,2125.3689857396,15.6806501176,199.9246018063,1.648494295,MOEA/D
73.3835036828,1887.3362470621,71.3335377708,1.9360270766,448.7011563729,42321.2983831653,2306.1579054014,15.3402948987,197.4299508623,0.6412347132,MOEA/D
73.390388625,1888.4488651929,70.0379953595,1.9080333412,449.1215648724,42301.0347171972,2125.3217098958,15.0142283194,197.3291720844,0.7384669343,MOEA/D
73.7651881391,1919.3847342666,67.8006888182,1.9498160242,419.7157702488,42933.1509990983,2097.9791280358,15.0431156701,195.9797401668,1.1357123901,MOEA/D
73.3940818664,1966.0036842529,77.2623350023,1.9444020076,388.614586265,43662.8834185328,2025.5131658075,15.1846294102,190.6498015102,1.6174596552,MOEA/D
73.47337584,1889.0701497041,65.952791549,1.884817009,447.6901287175,42365.3008102417,2029.0277181805,14.8218576321,196.4424409661,1.5986023925,MOEA/D
73.2848869572,1881.8105864043,76.3633245947,1.9980147034,456.5830916295,41988.9385582016,2523.2217784901,15.6022065884,194.3662419838,0.8848741256,MOEA/D
73.3475217748,1884.3988117259,65.0046799088,1.9485691169,451.4082185335,42346.256505388,2009.759937025,15.1072601879,199.2157887275,0.719345839,MOEA/D
73.4716081411,1951.3611485641,75.203314181,1.9984454144,385.7020321335,43570.4668647967,2000.0536082467,15.496531841,193.5854653406,0.7678159053,MOEA/D
73.4091192812,1888.8495244836,77.2861584977,1.9398506372,449.9300891222,42390.2180276631,2076.7309136457,15.059342081,198.2939449331,0.5926036849,MOEA/D
73.7622235948,1887.950916989,78.9412374633,1.9114720955,470.8033072028,42622.341890239,2003.1801651576,15.6446905455,201.8414884558,1.1771814978,MOEA/D
73.737468683,1892.6199490058,76.5985497425,1.9652730184,457.4991312496,42685.883853435,2005.0774404442,16.2904353765,202.1399558683,1.1381963688,MOEA/D
73.4339871559,1885.7134115762,67.5784731994,1.9156159739,472.2830309184,42273.198899791,2220.721507538,15.3454465505,198.1671765915,1.3390577447,MOEA/D
73.3271720316,1899.3109289483,71.2858855987,1.9117098663,444.3148471204,42693.7108568769,2059.2630749552,15.3207403274,197.8950476018,1.7747895277,MOEA/D
73.3186237509,1900.4624791501,65.5395856827,1.9139119703,447.221480125,42674.9413027765,2164.2387079005,15.0477142789,197.7021449855,0.5256842688,MOEA/D
73.2913147777,1886.2120063698,77.9245971763,1.911204749,449.8798094615,42143.162881907,2226.8711657919,15.0254252197,193.4083198098,0.8399797858,MOEA/D
73.3340739798,1937.982371777,72.6640734983,1.9472729881,415.1280495737,42983.975560937,2362.0150450056,15.0829891202,191.2548066013,0.5857317401,MOEA/D
73.4645710529,1889.9365510261,65.2570680962,1.9076062001,458.7035777664,42377.9505801406,2133.2695356748,15.156943252,198.1134884068,0.8952468843,MOEA/D
73.4406270253,1914.9915484166,67.4206331059,1.8294808954,443.5894026209,42795.3660958991,2042.9110651082,14.710214346,196.8261388494,0.5607528798,MOEA/D
73.4875217139,1886.6852053848,60.2704942606,1.9704899367,449.67302001,42562.7554851235,2033.4473862313,15.3471379924,198.3031693083,2.1803772859,MOEA/D
73.2871109554,1884.176771438,70.4682230012,1.9182193873,474.6616198338,42286.5422306687,2092.4083179284,15.372385906,198.8751470225,1.9198551602,MOEA/D
73.365112013,1902.9523142908,69.9853710671,1.8679396872,447.9197262832,42655.4922675519,2015.6125372579,14.7818397763,198.5720576421,0.5488454627,MOEA/D
73.6057420244,1887.0039612711,71.8862446222,1.9969466749,466.1004925659,42468.0676104452,2124.9744675015,15.9243527131,200.0182943548,1.0843444751,MOEA/D
73.6389519772,1888.3680705655,59.7898783966,1.9995233584,449.8972614275,42336.0824493948,2173.0596778879,15.1787281075,196.2966498759,1.5410793982,MOEA/D
73.7383323865,1886.0270777322,59.3558687508,1.9788353031,449.5068628702,42443.508310339,2160.961369527,15.2204317216,196.9921037953,1.5696300937,MOEA/D
73.6351533462,1887.8913765164,79.0422624923,1.9951973318,481.6119667768,42506.609760746,2101.0787980642,16.5304183357,201.1328045127,1.2659045628,MOEA/D
74.0194308271,1888.1447255826,57.4706325279,1.96860077,478.3069338754,42606.9075983401,2000.9622014462,15.6262886373,201.6910791508,1.1972979482,MOEA/D
73.7169120202,1886.2498733854,57.9818645308,1.997929171,473.4072094523,42553.7480784793,2003.7004246044,15.6443864499,201.2233563167,1.1823261527,MOEA/D
73.6233813419,1889.7383154683,68.585062695,1.9782952264,448.9196315869,42500.4828811457,2139.1538598434,15.6094661016,198.5544613621,1.4146171273,MOEA/D
73.5880100787,1884.9155535667,59.3357093982,1.9990177708,465.6791551348,42492.4556204655,2146.5628929408,15.6249753461,199.9705983334,1.3903227468,MOEA/D
73.3622361908,1926.1369285808,78.9975765113,1.8896467783,414.6402485715,42989.9047487109,2091.3209159546,15.0395070755,194.9394936047,1.3029954577,MOEA/D
73.3469990054,1957.7356972968,77.6775089178,1.9182228431,412.5892425762,43537.3699049249,2110.837141145,15.1148563135,192.7523307118,0.83676343,MOEA/D
73.3233006051,1928.7779161057,71.4715816949,1.9450665144,449.3288875355,42951.4471792588,2292.153288802,15.3333010124,194.5918638832,0.6969364302,MOEA/D
73.6706214149,1890.148053445,70.7451810967,1.8898496396,465.1687852368,42637.0274827536,2012.6619526392,15.0711359605,201.4666253685,1.4375121971,MOEA/D
73.3421147804,1889.3222730013,70.7979702874,1.9497069272,472.7785399612,42666.4128638629,2002.2854083241,15.529197127,202.1637198752,1.6911893358,MOEA/D
73.8006328937,1915.3177952903,59.9151209267,1.9447608206,426.1262779071,42799.7389545346,2103.7595870841,14.948097282,195.8791360803,1.3609914265,MOEA/D
73.3390653532,1929.032981437,71.5456086894,1.9968416737,415.3924875808,43089.9481241586,2202.9017621329,15.605981764,195.0987665889,2.2565337991,MOEA/D
73.5134349321,1924.7271479544,71.9692388968,1.9924149476,418.4208913232,42984.2832265358,2160.0675927411,15.6758454295,195.4439240011,1.17195014,MOEA/D
73.3331678306,1954.9326460131,71.0267297071,1.9999748239,389.4741664945,43380.5253788453,2390.3221387953,15.2648614198,190.5874687625,0.8965669877,MOEA/D
73.3146076439,1960.6239484215,67.8342157536,1.9459907716,419.7298763776,43664.1615209817,2013.6390287403,15.1001360575,194.6281311609,0.4954772892,MOEA/D
73.2999772754,1911.0331494574,76.2450072749,1.9730747236,441.8606031768,42868.2336465743,2141.6707067464,15.6193280956,198.1669308016,0.8764932667,MOEA/D
73.2844604048,1916.7306675818,77.0061039429,1.947161116,452.6289607643,42916.7695616798,2023.8886513204,15.6204291988,197.2173194414,0.7146922228,MOEA/D
73.4444014103,1918.1170514102,69.7761875635,1.9171699089,419.9363497947,42820.6949300084,2136.7856932606,15.1491996827,194.8789060319,1.4183680186,MOEA/D
73.2676322935,1882.880455596,71.9985560147,1.9989691484,449.4283855251,41987.4702940557,2487.6449787606,15.3592665638,192.4290293584,1.1560840088,MOEA/D
73.3132887408,1917.0718293358,74.7387799377,1.9950995257,417.4470392997,42749.533694929,2343.3292448131,15.6346197711,195.1542773837,1.3791837811,MOEA/D
73.2855854371,1915.2844906796,78.3890167204,1.9795858593,418.1457476768,42773.2636015086,2439.6126099907,15.6318599087,193.5541442823,0.8648233263,MOEA/D
73.3133869589,1888.7244189881,65.6111533422,1.9512207013,477.6978194897,42668.6999929958,2005.7424118438,15.3646273317,201.6945259067,1.7880299145,MOEA/D
73.4620375299,1882.831002569,76.511352316,1.8895884043,494.1136521482,41984.7057178781,2045.3470858278,14.8272599116,194.2209998544,1.7343276556,MOEA/D
73.3496526693,1898.2115204081,79.5922500582,1.9958906833,449.9937136339,42667.381371753,2020.4283699788,16.0444467395,198.4210029448,0.5980841924,MOEA/D
73.3085301466,1906.8187575603,79.4744108502,1.9988340934,455.2983690579,42857.8693355184,2036.5617064648,16.4144710462,200.1741540227,0.8024226529,MOEA/D
73.3459439099,1888.2376020812,78.9303330335,1.998026347,470.2853431405,42604.26454676,2111.3558770764,16.3448170589,201.0376672805,1.0107239143,MOEA/D
73.6437378646,1906.7613581217,70.1528300344,1.974382198,441.1233954742,42958.5250368004,2023.0293885202,16.0688528971,200.4938256291,1.0395090442,MOEA/D
73.2716605822,1916.6554873498,75.5490199973,1.9084435441,419.1086119089,42991.7794067588,2067.4198242996,14.9614522288,195.5384729878,1.5312029358,MOEA/D
73.2804769649,1930.2521337772,75.6631878649,1.9100582855,415.602944297,43086.249275933,2083.3161056821,15.0908381479,195.3160531885,1.3827400009,MOEA/D
73.3490153435,1890.7929665664,62.33483089,1.9560983138,470.5300434595,42629.8618167213,2012.8739534742,15.0860450395,201.7477137655,1.2160066886,MOEA/D
73.7241569763,1922.9195879159,59.9958368689,1.9676700223,419.7659067681,43083.0396378466,2010.9593127924,15.1675440665,196.3064309189,1.3493074289,MOEA/D
73.8188465016,1901.1326543881,59.4587181048,1.9461375541,441.6137414154,42707.5610072028,2054.5764036073,15.3454296551,198.9758167721,1.456385972,MOEA/D
73.3185464734,1903.1707984444,77.8782635221,1.9973099032,449.6349273473,42661.2314337951,2206.4491087552,16.2178667188,198.4601153849,1.8200342107,MOEA/D
73.3187687967,1889.1003742424,73.7875839868,1.9792678515,447.8834326015,42231.6551164899,2499.7016683064,15.6024463046,195.5211909828,0.8168694747,MOEA/D
73.9356574212,1916.995813346,59.950478041,1.9744370376,418.1388229977,42931.6474259711,2036.0629323279,15.0080337941,196.3067602983,1.3174210937,MOEA/D
73.3718521905,1885.8641381839,65.3917072024,1.944221142,448.9655213519,42285.0251745816,2184.2166046555,15.1726673479,197.7095979215,0.6916844185,MOEA/D
73.2681757294,1886.2113026338,73.662503696,1.9981130929,470.9759689273,42420.3317947552,2292.4704673158,15.9127566918,198.6283121028,1.5187670226,MOEA/D
73.584315868,1902.1424992712,59.8400679628,1.9777581997,449.2082499647,42685.4357910641,2159.7278933549,15.4111252824,197.226886853,1.1766912613,MOEA/D
73.3071542291,1885.1417801608,76.6061193525,1.94031564,475.557641199,42174.9526548974,2317.1368167115,15.629663908,196.5190278969,1.2388235594,MOEA/D
73.2672551809,1928.7297401174,65.2054820244,1.9498274662,446.951460211,42855.3804185847,2407.2050629444,15.0845891514,193.2093567025,0.3577422715,MOEA/D
73.3121381115,1883.3731783088,67.6209337827,1.9933211527,469.647510812,42310.912479026,2292.1615486289,15.6596859725,198.0379391916,1.4650504624,MOEA/D
73.4606397935,1884.6878900442,60.1227457898,1.9969545498,472.2342443007,42337.282206848,2285.494735887,15.5274676483,198.4248613409,1.1465171621,MOEA/D
73.4611146695,1887.0289993521,59.9350805263,1.9965157956,468.7557757953,42453.1368548515,2147.4773662515,15.5350214713,198.2308824449,1.2273693902,MOEA/D
73.8795914974,1884.5589944434,58.8407868086,1.9373422622,477.7583275688,42437.1619438804,2109.6669715074,15.3362814482,199.7129686087,1.198465774,MOEA/D
73.529038509,1923.7529917378,78.5736829731,1.9181303196,414.5772639165,42930.5327418635,2154.9403916042,15.2527441504,195.228613542,0.8132346057,MOEA/D
73.6376012091,1928.7094347425,78.7315578624,1.9268324445,412.1853710981,43043.9402076195,2170.2101852752,15.3093873039,195.629736425,0.8426579352,MOEA/D
73.9251564969,1884.2714464224,59.1054468674,1.9540629867,449.7750273995,42453.5499274005,2160.9359503856,15.2524555754,198.9912675569,2.012957276,MOEA/D
73.2901005407,1883.1455876715,68.6398719018,1.9153460634,474.1997591476,41994.2473581978,2196.8718304471,15.0105483267,194.1585709109,1.55976062,MOEA/D
73.5239821469,1962.1090975321,71.2030433608,1.9784695532,383.4584738775,43654.988204004,2071.2152588446,15.336989334,192.3754479771,1.3286603335,MOEA/D
73.3638087413,1918.3971516051,75.9694135714,1.9485574253,414.9884947797,42877.4398896136,2173.1779825623,15.3794115269,195.6237813353,1.524194891,MOEA/D
73.4570076247,1889.9054874697,71.1318540666,1.8857743124,449.7020453651,42416.1384834662,2038.2145226747,15.0070334778,198.4167301439,1.147152319,MOEA/D
73.324022932,1886.9019753766,76.1599003976,1.9426911051,490.4813029618,42632.9732249449,2034.3809220558,15.6563047314,201.659439543,2.0262460571,MOEA/D
73.6843217267,1887.7399356917,79.7552265491,1.9734908937,474.6027727469,42556.0189830652,2109.4399880461,16.0756859939,201.3207538427,1.4106148454,MOEA/D
73.3647073528,1891.0777541981,78.5931111591,1.940514976,447.7777426523,42449.9169600497,2203.5661155413,15.6506344152,198.1894862915,0.8277243646,MOEA/D
73.3913838794,1889.3223922067,77.6529387811,1.9125740911,449.837443491,42470.848221565,2071.6154920554,15.1427137612,199.0308347511,0.6908854945,MOEA/D
73.3979799116,1925.6056430469,70.1760555365,1.9437005793,449.0502785992,42922.4476899469,2124.4927765141,15.079131496,195.2885072003,0.2920328952,MOEA/D
73.5470648558,1887.5927255373,71.3209782358,1.9980140058,479.9504014679,42774.9348573927,2019.7322282034,16.5241001265,203.0939590097,1.7449369074,MOEA/D
73.3483454514,1894.5773212487,70.2241077223,1.998888267,448.1002284284,42499.8960671469,2139.786747359,15.7915155332,198.3159340863,0.6790673083,MOEA/D
73.4171518847,1914.5219352979,76.4730265634,1.9805521393,449.7555772714,42789.6834722061,2207.5758058637,15.3600559428,195.4361683799,0.2929548541,MOEA/D
73.4851485572,1898.8806238245,78.019641685,1.9729860003,455.3358293237,42696.1299284446,2109.2287929488,15.9651446103,199.2564840391,1.1946908889,MOEA/D
73.3412904939,1914.7484291479,65.8574655041,1.9793186102,418.2334362289,42587.6028159793,2483.181497917,15.2905677482,192.553936511,1.1147563103,MOEA/D
73.2931380645,1883.9577500882,71.0661094501,1.9798634459,452.5870098439,41988.316677236,2402.4737618446,15.1969702136,192.9777279001,0.8303080611,MOEA/D
73.3245546968,1882.8156913176,65.8016948203,1.9382611848,453.802293361,42147.6721829523,2290.7632153365,15.0964263934,196.1909914514,0.7950884512,MOEA/D
73.328369348,1886.3856680661,67.5573257684,1.9267837247,449.9643263414,42264.7231609824,2212.3495992352,15.009524236,196.3137295647,0.7708717187,MOEA/D
73.8299783768,1932.4129619137,79.6899077795,1.9757900033,416.0781547494,43309.3621107984,2005.3271805958,15.9009993333,196.2523464492,1.3910820356,MOEA/D
73.8205171776,1887.0830978774,59.0956921441,1.9729367275,447.0341139343,42673.5015620266,2024.9401857251,15.4902446071,199.6778298344,1.1199255822,MOEA/D
73.291484453,1883.1649630462,65.7520906361,1.8898253406,466.1396808692,42213.0703891476,2214.7497480768,15.0202992305,197.2727449077,1.1148387009,MOEA/D
73.6766521832,1920.2807523419,65.5072829101,1.9718811996,416.4183178204,42865.4700042799,2256.9358899953,15.3087032575,195.0861037065,1.4436572219,MOEA/D
73.4601781668,1896.7634706621,59.8978105051,1.9674014525,478.7640743329,42672.6485849212,2032.0174236421,15.6110051237,200.1731744863,1.9533929488,MOEA/D
73.7957075168,1918.4373378924,59.6300895245,1.9738068066,416.4185575798,42943.731225627,2004.8962476923,15.117006135,196.1871939955,1.6581425526,MOEA/D
73.3101958673,1901.5374023878,77.7536208527,1.9798496435,445.7473779224,42472.9169582099,2407.2996276368,15.6122278197,195.9215210658,0.5686787341,MOEA/D
73.376929289,1919.8960659865,66.6066287708,1.976063017,419.6660074903,42960.3506735349,2042.9578928937,15.7057644662,197.5236760523,1.0606782492,MOEA/D
73.3802754084,1920.2161265449,65.3065721892,1.9905738258,418.6700086748,42950.3182962718,2044.6504267614,15.7324925875,197.4472304142,1.0042804413,MOEA/D
73.4293423808,1941.9414674345,65.0175679409,1.9973999785,389.8208026632,43238.7335582255,2285.8457052424,15.1107893994,192.5976749727,1.3046481429,MOEA/D
73.3486319587,1891.456156898,68.8972097468,1.946237726,444.3749346485,42449.9948176189,2140.3858442148,15.3423404134,197.6957518998,0.7812815591,MOEA/D
73.3512640563,1882.8249142567,70.4088520412,1.9795406668,465.6085570276,42129.7068094485,2408.2880424318,15.61324361,196.1808633085,1.5437960637,MOEA/D
73.3014468193,1898.173107014,76.5004428298,1.9938723461,444.5005494919,42836.8008549883,2050.6738421784,16.5031873662,201.5487907173,1.3779859334,MOEA/D
73.5115128011,1887.0279378304,65.0455233151,1.9415126995,464.2157106438,42327.447495705,2212.3373337533,15.31678992,198.0320537413,0.9980865752,MOEA/D
73.5591263769,1947.3075854149,76.1889938163,1.9497724125,386.3593202432,43432.3082147264,2093.5873387116,15.2946973359,193.5427493063,1.580820118,MOEA/D
73.7964213708,1932.0967984618,79.8062551297,1.9997816188,410.6490205831,43311.0799916118,2031.4070708666,16.3348733032,198.0681493814,1.2147618506,MOEA/D
73.6371943404,1889.1330842074,75.4775969849,1.9633467113,449.3548242533,42614.019053616,2000.6881061906,15.5925181063,201.0007551399,1.589982578,MOEA/D
73.6537258512,1889.4198636954,75.4807582316,1.9646165291,449.2926627607,42614.4408482043,2001.4462756968,15.6048905955,201.0757520083,1.5914590794,MOEA/D
73.3007627329,1960.4574922022,77.9762312632,1.998479353,385.0247874725,43560.4816754427,2175.2971656278,15.8921325574,193.4154879166,1.3120998461,MOEA/D
73.8718303376,1938.4784774355,61.3455700549,1.9473401988,416.6343593194,43315.7866290105,2017.2799252123,15.3061237888,196.3290559568,2.1840617633,MOEA/D
73.3957422334,1887.4822861055,76.9163772219,1.9991869531,471.1343855935,42357.8117737843,2215.6053961498,16.2017244678,198.0394931044,1.458003528,MOEA/D
73.2500036321,1958.4864065406,64.6003418691,1.9846408647,389.5584853391,43613.3530288704,2077.2662758404,15.1245911325,192.8098139191,1.917237482,MOEA/D
73.3829083768,1885.8840380444,65.231730123,1.9765674198,447.9766757508,42247.9340014258,2417.7103692682,15.3736875951,195.4679682362,0.8518796441,MOEA/D
73.5465171951,1896.8471227275,59.6311651651,1.8958490573,470.7372694999,42589.9069305347,2009.57432902,15.0659709983,198.9276155494,1.0497420311,MOEA/D
73.3738624714,1961.4750967404,64.8739944393,1.9976165933,389.911580363,43283.1476334246,2435.0704132429,15.1757736378,189.1739586243,1.1558514309,MOEA/D
73.5462587882,1888.1026779778,63.7436372954,1.9164853135,449.0986476656,42295.2029558178,2125.5462389826,14.8286920092,196.5781498909,1.4611550303,MOEA/D
73.3768279498,1951.9724629695,69.3159707814,1.9192099509,417.0983181273,43349.0079160567,2151.5232332317,15.0763530706,193.0723782015,0.8822043939,MOEA/D
73.938432561,1884.683808891,58.1459812703,1.9146407059,464.6809045126,42600.5493686565,2015.5868830909,15.2878570368,201.2896799816,1.2356582914,MOEA/D
