Cost,Crit Reliablity,Surplus,Dropped Transfers,Number of Leases,Dropped Transfers Cost,Algorithm
0.0980729341,0.9925,0.1570686679,0.0157680435,0.0119,0.023438,Borg
0.0941700692,0.9925,0.1303804043,0.0194861773,0.0183,0.0290385,Borg
0.0962445576,0.9975,0.1481235667,0.027950858,0.0224,0.0142965,Borg
0.1013908674,0.9983333333,0.1703904875,0.0224173442,0.0078,0.011526,Borg
0.1034233856,0.9933333333,0.1998138108,0.0073040452,0.0077,0.034282,Borg
0.0978917325,0.9908333333,0.1759075301,0.0111197946,0.0098,0.027207,Borg
0.0960527878,0.9925,0.1461227315,0.0234809838,0.0115,0.0207495,Borg
0.0908591323,0.9966666667,0.1209939264,0.0302800256,0.0199,0.0272755,Borg
0.1045805464,0.9933333333,0.1773024417,0.0116641252,0.0077,0.023973,Borg
0.1007450899,0.9925,0.1493199788,0.0238569948,0.0119,0.0122055,Borg
0.0952538995,0.9925,0.1347340045,0.0224871462,0.0147,0.022416,Borg
0.0996863553,0.9908333333,0.1772494357,0.0119932067,0.0075,0.04098,Borg
0.0905809696,0.9966666667,0.1195601808,0.03090289,0.0199,0.0299175,Borg
0.1024051496,0.9958333333,0.1995653587,0.0157263391,0.0078,0.00999,Borg
0.0937030683,0.9933333333,0.1194140541,0.0278624209,0.0199,0.0267295,Borg
0.1060780691,0.9933333333,0.2047730616,0.0077934781,0.0092,0.0236355,Borg
0.0917935488,0.995,0.1194303764,0.0344177378,0.0236,0.0189165,Borg
0.0940187039,0.9975,0.1262846288,0.027967491,0.0195,0.0230675,Borg
0.0962687698,0.995,0.1585585732,0.0237998406,0.0128,0.019734,Borg
0.0968016786,0.9941666667,0.1420716987,0.0233519254,0.0119,0.0238535,Borg
0.0914566417,0.9983333333,0.1231852217,0.0318099935,0.0217,0.018906,Borg
0.091786869,0.9983333333,0.110810612,0.0233458195,0.039,0.0300075,Borg
0.093213786,0.9983333333,0.1179981453,0.0233303553,0.0326,0.0298005,Borg
0.0925912767,0.9966666667,0.1204331351,0.023621339,0.0278,0.0272925,Borg
0.1003871108,0.995,0.1499649809,0.0269904333,0.0079,0.018175,Borg
0.1018143278,0.9966666667,0.1986260188,0.0116044176,0.007,0.0244725,Borg
0.0974337215,0.9983333333,0.1460258705,0.030481678,0.0119,0.0143475,Borg
0.0899512123,0.9958333333,0.1216335192,0.0307727953,0.023,0.0249975,Borg
0.0932778921,0.9966666667,0.1179988732,0.0233569691,0.0466,0.0270865,Borg
0.0907353376,0.9908333333,0.1221541937,0.0317051274,0.0159,0.026977,Borg
0.1016172325,0.9983333333,0.1700960675,0.0155068415,0.0115,0.025329,Borg
0.0907350721,0.9983333333,0.1136711311,0.0272076886,0.0304,0.0277635,Borg
0.1010930748,0.9966666667,0.1760509433,0.0154073202,0.0075,0.0216635,Borg
0.0932133701,0.9983333333,0.134724131,0.0359976319,0.0157,0.0180315,Borg
0.0989358129,0.9958333333,0.1787426472,0.0199661853,0.0079,0.0117405,Borg
0.1003531629,0.9983333333,0.1654891023,0.0274183089,0.0079,0.0125385,Borg
0.0996176121,0.9966666667,0.1777653664,0.0224492924,0.0079,0.011847,Borg
0.1007314559,0.9983333333,0.18169764,0.019003004,0.0077,0.0237765,Borg
0.1009560771,0.9983333333,0.1734518175,0.0199245604,0.0091,0.01116,Borg
0.0944599502,0.9916666667,0.1354120866,0.0319341972,0.0106,0.016743,Borg
0.0968483578,0.9908333333,0.1445471368,0.024848918,0.0079,0.0267315,Borg
0.0958669057,0.9908333333,0.1484289493,0.0188751078,0.0116,0.027156,Borg
0.0962094121,0.9966666667,0.1424326989,0.0199873341,0.0177,0.027768,Borg
0.089785974,0.9991666667,0.1152679802,0.0275321741,0.0339,0.026049,Borg
0.0932191203,0.9966666667,0.1186621834,0.026894204,0.0266,0.0236565,Borg
0.088633742,0.9991666667,0.1068982279,0.0224226391,0.0689,0.031155,Borg
0.0929014143,0.9908333333,0.1199386348,0.0315873618,0.0158,0.023112,Borg
0.0956252428,0.9908333333,0.1416765903,0.0159534655,0.0431,0.0316295,Borg
0.0988725211,0.9975,0.1727758025,0.0217248099,0.012,0.011829,Borg
0.0959650569,0.9983333333,0.1197446826,0.0278129781,0.0263,0.0227165,Borg
0.0899129568,0.9966666667,0.113831685,0.0278355581,0.0227,0.030387,Borg
0.093418455,0.995,0.1273442373,0.022980855,0.0232,0.026741,Borg
0.0922399067,0.9925,0.1186931188,0.0277472891,0.0269,0.023849,Borg
0.0908965913,0.9983333333,0.1228491723,0.035074547,0.0218,0.0239435,Borg
0.1031038296,0.9966666667,0.3261985037,1.23E-04,0.0021,0.014325,Borg
0.0975549067,0.9941666667,0.1589455807,0.0118169379,0.0255,0.03255,Borg
0.0971191685,0.9916666667,0.1641525125,0.0156959857,0.011,0.0228365,Borg
0.0934225053,0.9941666667,0.1141590114,0.0239133284,0.0394,0.027794,Borg
0.0935985529,0.9975,0.1294936059,0.0197451977,0.056,0.0334635,Borg
0.0924695636,0.9983333333,0.1175721661,0.0331637374,0.0224,0.0189165,Borg
0.0995140222,0.9983333333,0.1587452864,0.0189449456,0.0123,0.019536,Borg
0.0899170528,0.9975,0.1282545586,0.0320425302,0.0305,0.023927,Borg
0.0941547406,0.9966666667,0.1296705288,0.0399668305,0.0116,0.019101,Borg
0.0968544246,0.9983333333,0.1451095258,0.0185593905,0.0263,0.02661,Borg
0.0980834418,0.9941666667,0.1664432925,0.0198812314,0.012,0.0121785,Borg
0.0898739661,0.9908333333,0.1248030946,0.0330950026,0.0278,0.0239475,Borg
0.0908225191,0.9966666667,0.1259067225,0.0338964102,0.0196,0.0239415,Borg
0.0974873305,0.9983333333,0.1538855658,0.0189403744,0.0225,0.0239055,Borg
0.0899949623,0.9908333333,0.1295859478,0.0342619623,0.0296,0.0189165,Borg
0.0989438275,0.9933333333,0.170682925,0.0158738836,0.0099,0.019312,Borg
0.092610334,0.9983333333,0.1251449106,0.0276764283,0.0238,0.0265795,Borg
0.0968450606,0.9983333333,0.1441840871,0.0237761378,0.0363,0.019982,Borg
0.0944404293,0.9991666667,0.1445396144,0.032973552,0.0255,0.0159165,Borg
0.097016656,0.9925,0.144646695,0.0237799678,0.022,0.013686,Borg
0.0979033757,0.995,0.1531355134,0.0260753094,0.0079,0.0194645,Borg
0.1014389563,0.9983333333,0.1744992795,0.0190843475,0.0079,0.023916,Borg
0.0997665149,0.9975,0.1888739593,0.015374861,0.0093,0.02379,Borg
0.0926558463,0.9941666667,0.1282865103,0.0315817764,0.0156,0.0228465,Borg
0.0915208462,0.9983333333,0.1227035239,0.0318280759,0.0196,0.023895,Borg
0.0941529283,0.9975,0.1295663927,0.0232501765,0.0191,0.0289635,Borg
0.0979652918,0.9975,0.1678436212,0.0231758741,0.0167,0.012684,Borg
0.0977704982,0.9941666667,0.1600499003,0.0239545366,0.0113,0.013461,Borg
0.0970593882,0.9975,0.1493660779,0.0243612236,0.0112,0.0235945,Borg
0.0899171056,0.9983333333,0.1179072829,0.0298018686,0.0311,0.027574,Borg
0.0956149037,0.9966666667,0.1401180671,0.0234557635,0.0153,0.0270795,Borg
0.0920254506,0.9983333333,0.1197693314,0.0319782168,0.0192,0.026547,Borg
0.0920738682,0.9933333333,0.1295386884,0.0319366744,0.0155,0.0181515,Borg
0.094371531,0.9941666667,0.1289210138,0.031826858,0.0158,0.017244,Borg
0.0993514,0.9941666667,0.1499902928,0.0237908937,0.0127,0.012951,Borg
0.0917540227,0.9908333333,0.1263537534,0.0358356367,0.0118,0.0189165,Borg
0.0990609499,0.99,0.1498684032,0.0157487302,0.0122,0.023218,Borg
0.0977307409,0.9933333333,0.1485417719,0.0187907613,0.0154,0.019928,Borg
0.0980576876,0.9916666667,0.1488430518,0.0146405731,0.0119,0.0428305,Borg
0.0953274764,0.9925,0.1530965182,0.0191035957,0.0197,0.026835,Borg
0.0959416546,0.9983333333,0.1276267901,0.0197612906,0.0774,0.0318305,Borg
0.0967711835,0.9991666667,0.1477296173,0.0350592335,0.0114,0.016206,Borg
0.0945999077,0.995,0.1178581128,0.0268788348,0.0226,0.0238845,Borg
0.0899098647,0.9975,0.1167469012,0.0282168993,0.0275,0.027867,Borg
0.0986141289,0.9983333333,0.1633144591,0.0195678755,0.0206,0.0194795,Borg
0.092073228,0.9983333333,0.1196919645,0.0314751825,0.0278,0.0189165,Borg
0.1011651056,0.9933333333,0.200255542,0.0064266148,0.033,0.0309925,Borg
0.099371996,0.9983333333,0.1519201214,0.0158278536,0.0207,0.026628,Borg
0.0971768574,0.9966666667,0.1619151313,0.0269596392,0.0102,0.0137745,Borg
0.1038448974,0.9983333333,0.1924241161,0.0118291949,0.0081,0.0235665,Borg
0.1035471172,0.9941666667,0.2075087546,0.0063544846,0.0087,0.031999,Borg
0.0907255172,0.9925,0.1197239398,0.0335969456,0.0152,0.029445,Borg
0.1029519602,0.9975,0.1930820441,0.0119330164,0.0069,0.0234975,Borg
0.0971079692,0.9991666667,0.156128266,0.0190031352,0.0164,0.0265245,Borg
0.0975555888,0.9966666667,0.1408305088,0.0137151666,0.0241,0.0318615,Borg
0.0973736272,0.9933333333,0.160233963,0.0235777229,0.0077,0.0195805,Borg
0.0989923143,0.9983333333,0.1783019111,0.0234743391,0.011,0.012486,Borg
0.0985893055,0.9966666667,0.1606757171,0.0237306263,0.0077,0.022051,Borg
0.0934546305,0.9975,0.1281359816,0.0277717886,0.0186,0.026339,Borg
0.101568764,0.9941666667,0.1910643797,0.0118857687,0.0074,0.023982,Borg
0.0933525397,0.9941666667,0.12625989,0.0277294373,0.02,0.023364,Borg
0.0953682871,0.995,0.1420195961,0.0197324665,0.0234,0.0279525,Borg
0.0908497806,0.9983333333,0.1284208669,0.0362942685,0.0236,0.0189165,Borg
0.0969739704,0.9983333333,0.1517432991,0.0279313398,0.0117,0.023167,Borg
0.1070851463,0.9983333333,0.3283221928,3.47E-04,0.002,0.007825,Borg
0.0980416474,0.9916666667,0.1490366073,0.0197547575,0.011,0.019879,Borg
0.1025804781,0.9908333333,0.1738770163,0.0079478698,0.0331,0.031296,Borg
0.0944089864,0.9958333333,0.1169384052,0.017879093,0.044,0.034737,Borg
0.100967231,0.9941666667,0.1783059987,0.0119293942,0.0078,0.0389295,Borg
0.1005530665,0.9983333333,0.1844546911,0.0155707094,0.0114,0.0242265,Borg
0.1036279835,0.9941666667,0.2226430047,0.0064638484,0.0075,0.0373725,Borg
0.0917610469,0.99,0.1197800919,0.0336643239,0.0116,0.0290655,Borg
0.1046511587,0.9941666667,0.2079407238,0.0075012026,0.0071,0.041085,Borg
0.0994632225,0.9966666667,0.1470495753,0.0278455741,0.0113,0.0132315,MOEA/D
0.0909547021,0.9966666667,0.1199990675,0.0317214905,0.0296,0.0239475,MOEA/D
0.097642344,0.9983333333,0.1406094325,0.0262401811,0.0156,0.0266115,MOEA/D
0.0911100964,0.9916666667,0.1217616919,0.0318761254,0.0171,0.02391,MOEA/D
0.0926347312,0.995,0.1190431901,0.0191932403,0.0592,0.034605,MOEA/D
0.1023867414,0.9975,0.1741579471,0.018405986,0.0073,0.020515,MOEA/D
0.0941913672,0.9916666667,0.1310496615,0.0261191647,0.0158,0.022647,MOEA/D
0.0987320754,0.9908333333,0.1458197734,0.01947237,0.0135,0.019924,MOEA/D
0.0899875471,0.9925,0.1254621162,0.0343096384,0.0196,0.029694,MOEA/D
0.097337958,0.995,0.115755169,0.0231743342,0.0276,0.0241625,MOEA/D
0.0923744285,0.9983333333,0.1182642564,0.030806653,0.0264,0.0239475,MOEA/D
0.0984001928,0.995,0.1499072086,0.0268500247,0.0111,0.0135375,MOEA/D
0.0913312738,0.9983333333,0.1180548,0.0314286842,0.04,0.019146,MOEA/D
0.0898127134,0.9983333333,0.1193392331,0.0299192562,0.0277,0.027867,MOEA/D
0.0952609273,0.9983333333,0.136146111,0.0333022264,0.0155,0.017025,MOEA/D
0.0941012566,0.9908333333,0.1260102584,0.0296007972,0.0115,0.0226315,MOEA/D
0.0890986346,0.9983333333,0.109680502,0.0233695512,0.0652,0.031002,MOEA/D
0.0995719631,0.9983333333,0.1630126381,0.025910231,0.01,0.012246,MOEA/D
0.0978344413,0.9916666667,0.1443802809,0.0227479238,0.0118,0.0198445,MOEA/D
0.0899163806,0.9925,0.1305710484,0.0365522285,0.0413,0.018795,MOEA/D
0.1022970964,0.9983333333,0.1756568249,0.0199934025,0.0115,0.0103155,MOEA/D
0.1050009612,0.995,0.206737897,0.0079825779,0.03,0.0280635,MOEA/D
0.099585804,0.9941666667,0.1731630595,0.011495096,0.0094,0.026196,MOEA/D
0.0958405851,0.9941666667,0.1310586005,0.0275527635,0.015,0.0221475,MOEA/D
0.1007741917,0.9983333333,0.1780001352,0.0214702441,0.0089,0.011253,MOEA/D
0.0930691906,0.9991666667,0.1268603528,0.0232000239,0.0335,0.029082,MOEA/D
0.0907004887,0.99,0.1185158143,0.0316178288,0.0174,0.024647,MOEA/D
0.0987139711,0.9983333333,0.1425080002,0.0191481356,0.0245,0.026433,MOEA/D
0.0915407649,0.9958333333,0.1191531243,0.0311412418,0.0202,0.0239185,MOEA/D
0.092725818,0.9925,0.1198952656,0.0349757524,0.0136,0.0189135,MOEA/D
0.0961476437,0.9941666667,0.1500510839,0.027328535,0.0182,0.0199565,MOEA/D
0.094491686,0.9983333333,0.1196803837,0.0199384481,0.065,0.0316235,MOEA/D
0.0992156135,0.9983333333,0.1418984768,0.0230919909,0.0248,0.0199325,MOEA/D
0.1014100818,0.9925,0.1483459747,0.0192288945,0.0111,0.019141,MOEA/D
0.0925550782,0.9958333333,0.1183515161,0.0348379904,0.0187,0.0234835,MOEA/D
0.1024001714,0.9983333333,0.172670728,0.024890691,0.0066,0.0114345,MOEA/D
0.090661542,0.9941666667,0.1147978582,0.0279606712,0.0237,0.0301665,MOEA/D
0.0916843199,0.9925,0.1197156754,0.0342481103,0.0153,0.028938,MOEA/D
0.0960010848,0.9941666667,0.1390888576,0.0190022165,0.0223,0.0273015,MOEA/D
0.099376249,0.9966666667,0.1721736982,0.0199315835,0.0104,0.018357,MOEA/D
0.0924754496,0.9966666667,0.1231443468,0.0229197047,0.0329,0.027162,MOEA/D
0.1034632796,0.9983333333,0.1799152565,0.0197676488,0.0077,0.0195805,MOEA/D
0.1006224402,0.9966666667,0.1755404802,0.0197520382,0.0104,0.0113565,MOEA/D
0.1025325842,0.9983333333,0.1841770224,0.0188967803,0.0078,0.019899,MOEA/D
0.0956181057,0.9941666667,0.1312048342,0.0228714956,0.0228,0.0228735,MOEA/D
0.0904650324,0.99,0.1219586585,0.0313987955,0.0221,0.0239475,MOEA/D
0.0880024708,0.9975,0.1187233277,0.0259820568,0.0436,0.031002,MOEA/D
0.0908920529,0.99,0.1193366838,0.0334496115,0.0246,0.0235975,MOEA/D
0.0979129476,0.9925,0.1562926564,0.0197289789,0.011,0.019758,MOEA/D
0.0955441522,0.9941666667,0.1377072732,0.0279983083,0.0117,0.0246575,MOEA/D
0.0952036508,0.9925,0.145524547,0.0262067823,0.0119,0.0214055,MOEA/D
0.092887902,0.9975,0.1229905273,0.0279539259,0.0281,0.0235885,MOEA/D
0.1018764026,0.9925,0.149650951,0.0146554168,0.0109,0.0263895,MOEA/D
0.0941392982,0.9925,0.1303912613,0.027712818,0.0131,0.0279435,MOEA/D
0.0940783411,0.995,0.1294920699,0.0188221821,0.0376,0.0314405,MOEA/D
0.0916564559,0.9925,0.1225741744,0.0350689662,0.015,0.0189165,MOEA/D
0.0987921295,0.9966666667,0.1777896828,0.0137876253,0.0293,0.0281185,MOEA/D
0.0991036709,0.9983333333,0.1470669808,0.0198070817,0.0174,0.0261045,MOEA/D
0.0975092897,0.9966666667,0.1492966459,0.0273438063,0.0224,0.013728,MOEA/D
0.0933510216,0.9933333333,0.1249889835,0.0239610607,0.032,0.0236685,MOEA/D
0.0978799432,0.9925,0.1446580146,0.0276783377,0.0115,0.014676,MOEA/D
0.0941880377,0.9925,0.1245073289,0.0354646296,0.0115,0.0183225,MOEA/D
0.0937373715,0.9975,0.1179578947,0.0312142143,0.0231,0.0189165,MOEA/D
0.0924047008,0.9983333333,0.1209493447,0.0336413997,0.02,0.019146,MOEA/D
0.0916555588,0.9925,0.1197311225,0.0354250252,0.0219,0.0189165,MOEA/D
0.0908056404,0.9916666667,0.121180372,0.0319418814,0.0158,0.027218,MOEA/D
0.0935239317,0.9983333333,0.1185074249,0.0228084558,0.0368,0.0244995,MOEA/D
0.1124554899,0.9966666667,0.2683769319,0.0037562598,0.0073,0.01752,MOEA/D
0.096886924,0.9933333333,0.1527051502,0.0195583288,0.0149,0.023859,MOEA/D
0.0910130197,0.9983333333,0.1030113946,0.0181520923,0.1343,0.035186,MOEA/D
0.095518511,0.9958333333,0.1355827216,0.0150164882,0.0527,0.0334395,MOEA/D
0.097982288,0.9966666667,0.1729642427,0.0192074444,0.016,0.025341,MOEA/D
0.0978201773,0.9925,0.145649877,0.0191153427,0.0116,0.0239965,MOEA/D
0.0904992865,0.99,0.1181338219,0.0316063446,0.0159,0.029505,MOEA/D
0.102724432,0.9983333333,0.1940227201,0.0156852456,0.0066,0.0235215,MOEA/D
0.091966329,0.9983333333,0.1171231422,0.0273458497,0.0256,0.0295665,MOEA/D
0.0917664061,0.9966666667,0.1170932978,0.0329651384,0.0227,0.023944,MOEA/D
0.0935401431,0.9908333333,0.1339928809,0.0284528615,0.0109,0.0256275,MOEA/D
0.0977406672,0.99,0.1693862032,0.0106928507,0.0117,0.031255,MOEA/D
0.1149986641,0.9983333333,0.2684722369,0.0022067314,0.0145,0.015186,MOEA/D
0.1088971759,0.9966666667,0.2989762388,0.001056764,0.0032,0.011814,MOEA/D
0.0987895398,0.9966666667,0.1708928833,0.0170564803,0.0144,0.022489,MOEA/D
0.0970015454,0.9908333333,0.1626271776,0.0173473257,0.0115,0.0239935,MOEA/D
0.0979713124,0.9991666667,0.1503790357,0.0244852868,0.0259,0.0198075,MOEA/D
0.0995478252,0.9966666667,0.169279223,0.0154042267,0.0118,0.0250455,MOEA/D
0.0971451777,0.9925,0.1483012156,0.0198061764,0.0115,0.0265755,MOEA/D
0.0984582021,0.9983333333,0.146627634,0.027408321,0.0146,0.014244,MOEA/D
0.0978115689,0.9983333333,0.139662578,0.0259618186,0.0186,0.0209455,MOEA/D
0.0951373795,0.9983333333,0.1369198916,0.0457138586,0.0108,0.02121,MOEA/D
0.1082688025,0.9966666667,0.2005605186,0.015656259,0.007,0.007734,MOEA/D
0.0937991075,0.9983333333,0.1207178316,0.0252814378,0.0229,0.024059,MOEA/D
0.1016996033,0.9941666667,0.1839196895,0.0117905046,0.0078,0.038369,MOEA/D
0.1018825354,0.9908333333,0.1495874075,0.0229091385,0.0078,0.0249795,MOEA/D
0.0969015948,0.9983333333,0.122700824,0.0276038467,0.0203,0.0226955,MOEA/D
0.0971677449,0.9958333333,0.1445582155,0.0275834111,0.0147,0.01443,MOEA/D
0.100533275,0.9933333333,0.1467943176,0.0247814311,0.0151,0.01176,MOEA/D
0.0987973501,0.9908333333,0.1624407826,0.0116446355,0.0113,0.0272535,MOEA/D
0.0951551061,0.9916666667,0.1491687534,0.0158796709,0.0243,0.0312445,MOEA/D
0.0976178102,0.9983333333,0.1429215442,0.0321789801,0.0156,0.014946,MOEA/D
0.0932490974,0.9983333333,0.1197573404,0.0314341485,0.0261,0.0189165,MOEA/D
0.1045580475,0.9983333333,0.1790846765,0.0193668246,0.0072,0.0098055,MOEA/D
0.0913528789,0.9983333333,0.1265516743,0.031027885,0.0257,0.023727,MOEA/D
0.0896889119,0.9983333333,0.1186208232,0.0268788302,0.0319,0.0305295,MOEA/D
0.1068746089,0.9983333333,0.2059602357,0.0113979711,0.0099,0.023292,MOEA/D
0.0985465466,0.9925,0.1497514846,0.0158168427,0.0129,0.0263175,MOEA/D
0.097066487,0.9916666667,0.1493817792,0.0194929975,0.0145,0.023772,MOEA/D
0.0971898829,0.9916666667,0.144929143,0.023907504,0.0144,0.0199685,MOEA/D
0.1022625093,0.9958333333,0.1735511844,0.0197271899,0.0078,0.0111345,MOEA/D
0.0899619932,0.99,0.1247861718,0.0319210701,0.0294,0.023597,MOEA/D
0.0953219737,0.995,0.1364891235,0.0197171835,0.0293,0.0277365,MOEA/D
0.0967277696,0.9925,0.1501519745,0.0234364706,0.0181,0.013605,MOEA/D
0.1013067356,0.9991666667,0.1594177227,0.0152136095,0.0152,0.025422,MOEA/D
0.1023928107,0.9966666667,0.1721160428,0.0153132001,0.0078,0.0246915,MOEA/D
0.0960451219,0.9925,0.1396402053,0.0150996387,0.0508,0.031236,MOEA/D
0.1029129033,0.9975,0.1867748909,0.0154576331,0.0076,0.0099285,MOEA/D
0.0917226093,0.9966666667,0.1172213684,0.0309615109,0.0197,0.0299175,MOEA/D
0.1060129496,0.995,0.2082499326,0.0071769797,0.0161,0.0275205,MOEA/D
0.1019925234,0.9966666667,0.1891123152,0.0106681337,0.0076,0.0242025,MOEA/D
0.0942306103,0.9941666667,0.1266431159,0.0214479779,0.0269,0.02663,MOEA/D
0.102298145,0.9983333333,0.1815957806,0.020225637,0.0071,0.0105375,MOEA/D
0.1086522046,0.9983333333,0.198677251,0.0168277574,0.007,0.0078375,MOEA/D
0.0925124075,0.9925,0.1193570321,0.0336838588,0.0151,0.0263705,MOEA/D
0.0971353484,0.9941666667,0.1496694336,0.0197660814,0.015,0.026238,MOEA/D
0.0899760285,0.9941666667,0.1204443394,0.0309669359,0.0235,0.030303,MOEA/D
0.0907495994,0.9966666667,0.1192878906,0.0309332127,0.037,0.0189165,MOEA/D
0.0953288501,0.9966666667,0.1430436844,0.024870243,0.0198,0.0216875,MOEA/D
0.0957570426,0.9925,0.1537489058,0.0198785111,0.0119,0.026952,MOEA/D
0.0982775664,0.9966666667,0.1447632183,0.0151638801,0.0623,0.030596,MOEA/D
0.1005790118,0.9933333333,0.1752705305,0.0158800918,0.0073,0.02202,MOEA/D
0.0890850095,0.9941666667,0.1152504012,0.0285418904,0.0315,0.030606,MOEA/D
0.1027686335,0.9966666667,0.1739910313,0.019258402,0.0078,0.01056,MOEA/D
0.1019513464,0.9908333333,0.1940928534,0.0077107292,0.0112,0.0308625,MOEA/D
0.0962428241,0.9941666667,0.1369743178,0.0335129805,0.0111,0.015858,MOEA/D
0.0991867843,0.9983333333,0.149954387,0.0357502315,0.0108,0.0147855,MOEA/D
0.0930913327,0.99,0.1350768597,0.0230109885,0.0196,0.0281475,MOEA/D
0.0958486255,0.9966666667,0.1357514623,0.0209384743,0.0235,0.027702,MOEA/D
0.0940420289,0.9958333333,0.1197561178,0.0235333225,0.026,0.028983,MOEA/D
0.1077853181,0.9983333333,0.3268040573,2.99E-04,0.0015,0.00652,MOEA/D
0.0997618853,0.9966666667,0.16845785,0.0247906813,0.0109,0.011883,MOEA/D
0.0921064596,0.9908333333,0.1264122367,0.0267418073,0.0192,0.028821,MOEA/D
0.1037847621,0.9983333333,0.2016621966,0.0159485418,0.0073,0.0095925,MOEA/D
0.0955596931,0.9933333333,0.1388547765,0.0231158457,0.0197,0.022086,MOEA/D
0.1007617602,0.9966666667,0.1687589279,0.0224448317,0.0073,0.0114195,MOEA/D
0.0970244849,0.9941666667,0.1437905997,0.0159002282,0.0508,0.029978,MOEA/D
0.0908332799,0.9941666667,0.1269980237,0.0312187119,0.0265,0.0185985,MOEA/D
0.097106806,0.99,0.1463676439,0.0198328056,0.0115,0.023977,MOEA/D
0.0933229739,0.9925,0.1198812714,0.027847079,0.0235,0.0269315,MOEA/D
0.1175842268,0.9975,0.3297937873,6.95E-04,0.0032,0.003905,MOEA/D
0.1012527009,0.9966666667,0.1480539855,0.0158843587,0.053,0.029829,MOEA/D
0.0987544683,0.9941666667,0.1641797692,0.020193219,0.0076,0.025479,MOEA/D
0.0978144001,0.9933333333,0.164918538,0.0116994315,0.0124,0.026856,MOEA/D
0.0917666564,0.9983333333,0.1178558371,0.0340169654,0.0293,0.0187245,MOEA/D
0.0950530014,0.9925,0.136518214,0.0239911345,0.0156,0.027468,MOEA/D
0.0956778706,0.9983333333,0.1429057475,0.0312093907,0.0192,0.0153525,MOEA/D
0.1033499683,0.9991666667,0.1489820523,0.0234939901,0.0191,0.018363,MOEA/D
0.09081151,0.9975,0.1324443856,0.0358208302,0.0276,0.019146,MOEA/D
0.1092673213,0.995,0.2478198686,0.0039400854,0.006,0.023382,MOEA/D
0.0888712214,0.9983333333,0.1100583414,0.0235040535,0.0556,0.034422,MOEA/D
0.0926330512,0.9908333333,0.1186307904,0.0312871991,0.0155,0.0236845,MOEA/D
0.089668531,0.99,0.1232338728,0.033398355,0.0216,0.0272725,MOEA/D
0.0933097437,0.9908333333,0.125767899,0.0271289137,0.0153,0.0261185,MOEA/D
0.088945427,0.9966666667,0.1212760956,0.0294087779,0.0341,0.030543,MOEA/D
0.0915636955,0.9966666667,0.1204486491,0.0318235923,0.0236,0.023781,MOEA/D
0.1025855394,0.9958333333,0.176544574,0.0156983497,0.0076,0.0166835,MOEA/D
0.0969947281,0.995,0.1570989794,0.0231977638,0.0111,0.0199315,MOEA/D
0.0929618669,0.9983333333,0.1111289661,0.0198895964,0.0539,0.0346885,MOEA/D
0.1041390711,0.9966666667,0.1987615893,0.0111546282,0.0063,0.023613,MOEA/D
0.0952434226,0.9983333333,0.1324935584,0.0236798656,0.0263,0.0277965,MOEA/D
0.1147597353,0.9983333333,0.2680465732,0.0035605595,0.0077,0.0191115,MOEA/D
0.0949458805,0.9941666667,0.1323079321,0.0275216993,0.0151,0.0252435,MOEA/D
0.0996278545,0.9916666667,0.1499942468,0.0236932917,0.0155,0.0126765,MOEA/D
0.0977338277,0.9983333333,0.1516930192,0.040989064,0.0115,0.0174975,MOEA/D
0.1032619346,0.9983333333,0.1903143088,0.0190543962,0.0074,0.010875,MOEA/D
0.0925614703,0.9941666667,0.1217587777,0.0342262364,0.0154,0.018909,MOEA/D
0.0915647538,0.9983333333,0.1194323286,0.0332159935,0.0246,0.0239475,MOEA/D
0.0916930382,0.9983333333,0.1199451326,0.0304063117,0.0374,0.0239475,MOEA/D
0.0929768067,0.9925,0.121121603,0.0275188271,0.02,0.026592,MOEA/D
0.0908561752,0.9975,0.1176812049,0.0296647061,0.0238,0.0272755,MOEA/D
0.0959595823,0.9983333333,0.1371487154,0.0181153327,0.0624,0.0304405,MOEA/D
0.0920270784,0.9983333333,0.1106679543,0.023820881,0.0557,0.026263,MOEA/D
0.0935855691,0.9925,0.1347845244,0.0237650656,0.0237,0.027918,MOEA/D
0.0932639461,0.9983333333,0.1220888126,0.0277345476,0.0266,0.026364,MOEA/D
0.0977822253,0.9983333333,0.1416465013,0.0449004983,0.0119,0.018414,MOEA/D
0.1110502238,0.9975,0.2668153474,0.0029397873,0.0079,0.021006,MOEA/D
0.0924554228,0.9958333333,0.114930061,0.0237107627,0.0318,0.0297075,MOEA/D
0.0926049678,0.9925,0.1193373637,0.0349297056,0.0177,0.018903,MOEA/D
0.0950681192,0.9925,0.1372109353,0.0313891448,0.0111,0.0163155,MOEA/D
0.089961385,0.9966666667,0.1253236547,0.0332398653,0.0509,0.023946,MOEA/D
0.0940551129,0.995,0.1189411827,0.027983444,0.0185,0.029238,MOEA/D
0.1022430103,0.9966666667,0.1928275125,0.0115125339,0.0145,0.023946,MOEA/D
0.0932030653,0.9983333333,0.1272482549,0.0397887985,0.0154,0.0190425,MOEA/D
0.0921957413,0.9966666667,0.1105351787,0.0194831257,0.081,0.033496,MOEA/D
0.0933303049,0.9916666667,0.1180271703,0.023981576,0.0352,0.027369,MOEA/D
0.0934637382,0.995,0.1199141339,0.0344622655,0.0187,0.018873,MOEA/D
0.0980398352,0.9941666667,0.1564165082,0.0235500755,0.0151,0.013125,MOEA/D
